,theta,sal,depth,nitrate,lon,lat,date,year,month,day,profile,cruise,vessel,density
826,   0.5623,  34.0749,604,    23.47,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2011502433
827,   0.4632,  34.0742,704,    24.02,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2063286615
828,   0.3910,  34.0733,802,    24.32,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2097065664
829,   0.3372,  34.0724,902,    24.49,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2119944337
830,   0.2777,  34.0713,1002,    24.80,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2143955393
831,   0.2128,  34.0703,1203,    24.91,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.217120493
832,   0.1674,  34.0694,1402,    24.94,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2188321854
833,   0.1390,  34.0690,1602,    25.10,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2200195388
834,   0.1197,  34.0689,1802,    25.15,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2209580901
835,   0.1051,  34.0689,2002,    25.12,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.221725452
836,   0.0936,  34.0689,2252,    25.22,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2223278677
837,   0.0829,  34.0690,2502,    25.25,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2229670246
838,   0.0827,  34.0689,2752,    25.32,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2228972145
839,   0.0826,  34.0688,3002,    25.28,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2228221879
840,   0.0825,  34.0689,3252,    25.42,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2229076463
841,   0.0825,  34.0689,3252,    25.27,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2229076463
842,   0.0827,  34.0686,3501,    25.34,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2226564869
843,   0.0827,  34.0686,3501,    25.37,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2226564869
844,   0.0828,  34.0686,3617,    25.45,137.697166667,42.502, 2010/10/22,2010.0,10.0,22.0,32.0, 10-07, R/V Keifu Maru,27.2226512709
845,  17.2981,  33.6780,0,     0.00,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,24.3205766534
846,  17.2971,  33.6785,11,     0.00,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,24.3211917877
847,  17.2161,  33.7657,26,     0.00,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,24.4063195021
848,   8.4469,  34.1141,51,     4.88,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,26.3884076239
849,   5.7911,  34.0747,77,     9.31,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,26.7229319161
850,   4.1447,  34.0765,101,    14.02,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,26.9106873807
851,   3.2122,  34.0728,127,    13.80,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,26.999060215
852,   2.6412,  34.0776,152,    12.58,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.0535462191
853,   2.0792,  34.0769,202,    12.71,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.0989134146
854,   1.6480,  34.0720,252,    14.21,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1275383563
855,   1.3155,  34.0694,302,    16.84,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1489201309
856,   0.9658,  34.0725,402,    20.27,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1745257728
857,   0.7524,  34.0744,502,    22.22,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1893773913
858,   0.6091,  34.0746,602,    23.38,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1981544535
859,   0.6091,  34.0746,602,    23.40,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.1981544535
860,   0.5085,  34.0741,702,    23.95,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2036412876
861,   0.5085,  34.0741,702,    24.00,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2036412876
862,   0.4249,  34.0735,801,    24.26,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2079508528
863,   0.3598,  34.0724,902,    24.55,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2107350462
864,   0.3073,  34.0718,1002,    24.66,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2131691275
865,   0.2361,  34.0706,1202,    24.64,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2161013918
866,   0.1874,  34.0697,1402,    24.90,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2180041832
867,   0.1527,  34.0691,1601,    25.05,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2193735528
868,   0.1321,  34.0689,1801,    25.09,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2203041131
869,   0.1157,  34.0688,2002,    25.17,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2210883784
870,   0.1006,  34.0688,2252,    25.24,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2218811543
871,   0.0918,  34.0689,2502,    25.36,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2224219982
872,   0.0851,  34.0688,2751,    25.49,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2226917489
873,   0.0843,  34.0688,3002,    25.52,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2227334985
874,   0.0840,  34.0688,3252,    25.52,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2227491524
875,   0.0840,  34.0686,3503,    25.63,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2225886682
876,   0.0840,  34.0686,3603,    25.50,138.0125,42.845, 2010/10/23,2010.0,10.0,23.0,33.0, 10-07, R/V Keifu Maru,27.2225886682
877,  17.9045,  33.5819,0,     0.09,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,24.1026677589
878,  17.9013,  33.5814,12,     0.01,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,24.1030652873
879,  16.7841,  33.8163,27,     1.46,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,24.5459772797
880,   8.7877,  34.1585,52,     7.08,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,26.3704603258
881,   6.2860,  34.0993,76,    11.32,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,26.6801031706
882,   4.7321,  34.0815,101,    13.60,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,26.8517781286
883,   3.2422,  34.0743,127,    13.90,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,26.9974762524
884,   2.6484,  34.0691,151,    14.22,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.0461787558
885,   1.9897,  34.0686,202,    12.59,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.099249021
886,   1.6210,  34.0759,251,    14.44,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.1326070309
887,   1.3346,  34.0742,302,    16.74,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.1514442602
888,   0.9274,  34.0740,402,    20.59,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.1781682897
889,   0.7409,  34.0737,502,    21.64,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.1895186319
890,   0.6256,  34.0745,603,    22.56,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.1970959869
891,   0.5052,  34.0743,703,    23.80,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2039923588
892,   0.4178,  34.0733,803,    24.33,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2081931293
893,   0.4178,  34.0733,803,    24.44,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2081931293
894,   0.3548,  34.0724,902,    24.61,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2110142575
895,   0.2961,  34.0717,1002,    24.74,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2137060683
896,   0.2200,  34.0701,1202,    24.90,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2165716102
897,   0.1752,  34.0694,1402,    25.02,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2184160561
898,   0.1426,  34.0691,1602,    25.11,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2199091781
899,   0.1224,  34.0689,1802,    25.22,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2208158674
900,   0.1086,  34.0688,2001,    25.31,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2214615216
901,   0.1086,  34.0688,2001,    25.19,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2214615216
902,   0.0950,  34.0687,2251,    25.33,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2220941477
903,   0.0846,  34.0692,2502,    25.38,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2230388111
904,   0.0841,  34.0688,2751,    25.40,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2227439346
905,   0.0833,  34.0687,3002,    25.47,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2227054311
906,   0.0828,  34.0687,3252,    25.44,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2227315134
907,   0.0829,  34.0686,3502,    25.42,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2226460548
908,   0.0829,  34.0684,3616,    25.42,138.020333333,42.511, 2010/10/23,2010.0,10.0,23.0,34.0, 10-07, R/V Keifu Maru,27.2224855698
909,  17.5138,  33.6459,0,     0.00,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,24.2449829575
910,  17.4816,  33.6645,12,     0.00,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,24.2667280291
911,  17.1579,  33.7928,27,     0.00,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,24.4405707971
912,   6.0419,  34.0756,53,     9.38,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,26.6925075498
913,   3.8153,  34.0756,78,    15.03,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,26.9434261281
914,   2.6754,  34.0577,104,    14.94,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.0348146475
915,   2.3221,  34.0665,126,    16.46,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.0712775086
916,   1.8982,  34.0656,153,    14.48,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.1038533861
917,   1.5485,  34.0716,204,    14.99,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.1343879861
918,   1.2800,  34.0699,254,    16.91,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.1517395656
919,   1.0589,  34.0704,304,    18.70,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.166844551
920,   0.8061,  34.0733,405,    20.87,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.1851985101
921,   0.6627,  34.0748,504,    22.83,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.1951231556
922,   0.5567,  34.0749,605,    23.52,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2014780283
923,   0.4623,  34.0742,704,    23.99,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2063801858
924,   0.3905,  34.0731,804,    24.34,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2095744194
925,   0.3352,  34.0722,904,    24.28,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2119452296
926,   0.2805,  34.0712,1005,    24.61,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2141619281
927,   0.2805,  34.0712,1005,    24.57,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2141619281
928,   0.2148,  34.0700,1207,    24.82,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2167720471
929,   0.2148,  34.0700,1207,    24.79,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2167720471
930,   0.1688,  34.0693,1406,    24.91,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.21867734
931,   0.1409,  34.0688,1605,    25.02,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2197585258
932,   0.1212,  34.0686,1805,    25.07,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2206383983
933,   0.1067,  34.0686,2006,    25.11,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2214007921
934,   0.0930,  34.0689,2254,    25.24,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2223592493
935,   0.0830,  34.0688,2505,    25.34,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2228013233
936,   0.0826,  34.0687,2755,    25.30,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2227419454
937,   0.0826,  34.0686,3005,    25.28,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2226617028
938,   0.0826,  34.0686,3254,    25.32,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2226617028
939,   0.0827,  34.0684,3505,    25.34,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2224960019
940,   0.0827,  34.0684,3614,    25.28,138.012833333,42.1626666667, 2010/10/23,2010.0,10.0,23.0,35.0, 10-07, R/V Keifu Maru,27.2224960019
941,  17.0011,  33.7842,0,     0.01,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,24.470963199
942,  17.0000,  33.7836,12,     0.00,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,24.4707671445
943,  16.8741,  33.7811,27,     0.00,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,24.4983408427
944,   5.5150,  34.0806,52,    11.09,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,26.761011482
945,   3.8099,  34.0712,77,    13.47,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,26.9404829482
946,   3.0061,  34.0729,102,    14.14,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.017892678
947,   2.4118,  34.0721,127,    14.63,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.0683959202
948,   1.9474,  34.0609,152,    13.31,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.0963616483
949,   1.6534,  34.0704,202,    13.86,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.1258695874
950,   1.3680,  34.0738,252,    16.35,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.1488243576
951,   1.1159,  34.0740,301,    19.17,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.1659912998
952,   0.8431,  34.0739,401,    21.58,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.1833837888
953,   0.6647,  34.0746,502,    22.98,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.1948432171
954,   0.5453,  34.0747,602,    23.63,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2019838275
955,   0.4567,  34.0742,702,    24.11,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2067005398
956,   0.3858,  34.0730,801,    24.43,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2097586698
957,   0.3246,  34.0721,901,    24.56,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2124531167
958,   0.2796,  34.0712,1002,    24.74,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2142112562
959,   0.2122,  34.0699,1201,    24.85,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2168320278
960,   0.1707,  34.0692,1402,    25.01,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2184958003
961,   0.1707,  34.0692,1402,    24.95,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2184958003
962,   0.1402,  34.0688,1601,    25.03,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2197955811
963,   0.1402,  34.0688,1601,    25.07,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2197955811
964,   0.1211,  34.0687,1801,    25.11,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2207238963
965,   0.1087,  34.0686,2002,    25.18,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.221295802
966,   0.0960,  34.0688,2251,    25.31,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2221220543
967,   0.0833,  34.0688,2502,    25.47,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2227856735
968,   0.0826,  34.0688,2751,    25.41,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2228221879
969,   0.0826,  34.0687,3002,    25.40,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2227419454
970,   0.0826,  34.0686,3252,    25.44,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2226617028
971,   0.0827,  34.0684,3502,    25.32,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2224960019
972,   0.0828,  34.0683,3621,    25.37,138.017666667,41.8376666667, 2010/10/23,2010.0,10.0,23.0,36.0, 10-07, R/V Keifu Maru,27.2224105434
973,  17.1560,  33.8898,0,     0.13,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,24.5144044096
974,  17.1636,  33.8891,12,     0.01,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,24.5120791374
975,  17.1585,  33.8865,27,     0.00,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,24.5113171657
976,   5.2519,  34.0559,52,     8.68,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,26.7726325984
977,   3.4219,  34.0729,77,    14.27,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,26.9795256683
978,   2.5757,  34.0696,102,    12.79,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.0527439873
979,   2.1823,  34.0616,127,    12.94,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.0786077847
980,   2.0060,  34.0755,153,    12.97,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1034874915
981,   1.6718,  34.0743,203,    14.40,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1276390597
982,   1.3680,  34.0743,252,    16.71,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1492235713
983,   1.1802,  34.0744,303,    18.42,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1620513376
984,   0.8804,  34.0743,402,    21.19,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1813721657
985,   0.6999,  34.0744,502,    22.98,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1925657214
986,   0.5825,  34.0746,602,    23.59,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.1997241718
987,   0.4791,  34.0739,702,    24.11,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2051762727
988,   0.4079,  34.0732,802,    24.42,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2086731687
989,   0.3423,  34.0722,902,    24.72,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2115505075
990,   0.2946,  34.0715,1002,    24.86,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2136282382
991,   0.2170,  34.0700,1202,    25.02,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2166533604
992,   0.1681,  34.0691,1402,    25.12,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2185542266
993,   0.1408,  34.0688,1602,    25.17,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2197638198
994,   0.1191,  34.0687,1802,    25.35,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2208292196
995,   0.1191,  34.0687,1802,    25.26,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2208292196
996,   0.1049,  34.0684,2002,    25.34,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2213347662
997,   0.1049,  34.0684,2002,    25.28,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2213347662
998,   0.0936,  34.0687,2252,    25.41,137.992666667,41.5025, 2010/10/23,2010.0,10.0,23.0,37.0, 10-07, R/V Keifu Maru,27.2221673895
